# stan_version_major = 2
# stan_version_minor = 5
# stan_version_patch = 0
# model = VectorOne_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = VectorOne_1.data.R
# init = 2 (Default)
# random
#   seed = 899884140
# output
#   file = VectorOne_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,L.1.1,L.2.1,L.1.2,L.2.2,tau.1,tau.2,u.1.1,u.2.1,u.3.1,u.4.1,u.5.1,u.6.1,u.7.1,u.8.1,u.9.1,u.10.1,u.11.1,u.12.1,u.13.1,u.14.1,u.15.1,u.16.1,u.17.1,u.18.1,u.1.2,u.2.2,u.3.2,u.4.2,u.5.2,u.6.2,u.7.2,u.8.2,u.9.2,u.10.2,u.11.2,u.12.2,u.13.2,u.14.2,u.15.2,u.16.2,u.17.2,u.18.2,beta.1,beta.2,sigma,Lambda.1.1,Lambda.2.1,Lambda.1.2,Lambda.2.2,corr.1.1,corr.2.1,corr.1.2,corr.2.2,b.1.1,b.2.1,b.3.1,b.4.1,b.5.1,b.6.1,b.7.1,b.8.1,b.9.1,b.10.1,b.11.1,b.12.1,b.13.1,b.14.1,b.15.1,b.16.1,b.17.1,b.18.1,b.1.2,b.2.2,b.3.2,b.4.2,b.5.2,b.6.2,b.7.2,b.8.2,b.9.2,b.10.2,b.11.2,b.12.2,b.13.2,b.14.2,b.15.2,b.16.2,b.17.2,b.18.2,muX.1,muX.2,muX.3,muX.4,muX.5,muX.6,muX.7,muX.8,muX.9,muX.10,muX.11,muX.12,muX.13,muX.14,muX.15,muX.16,muX.17,muX.18,muX.19,muX.20,muX.21,muX.22,muX.23,muX.24,muX.25,muX.26,muX.27,muX.28,muX.29,muX.30,muX.31,muX.32,muX.33,muX.34,muX.35,muX.36,muX.37,muX.38,muX.39,muX.40,muX.41,muX.42,muX.43,muX.44,muX.45,muX.46,muX.47,muX.48,muX.49,muX.50,muX.51,muX.52,muX.53,muX.54,muX.55,muX.56,muX.57,muX.58,muX.59,muX.60,muX.61,muX.62,muX.63,muX.64,muX.65,muX.66,muX.67,muX.68,muX.69,muX.70,muX.71,muX.72,muX.73,muX.74,muX.75,muX.76,muX.77,muX.78,muX.79,muX.80,muX.81,muX.82,muX.83,muX.84,muX.85,muX.86,muX.87,muX.88,muX.89,muX.90,muX.91,muX.92,muX.93,muX.94,muX.95,muX.96,muX.97,muX.98,muX.99,muX.100,muX.101,muX.102,muX.103,muX.104,muX.105,muX.106,muX.107,muX.108,muX.109,muX.110,muX.111,muX.112,muX.113,muX.114,muX.115,muX.116,muX.117,muX.118,muX.119,muX.120,muX.121,muX.122,muX.123,muX.124,muX.125,muX.126,muX.127,muX.128,muX.129,muX.130,muX.131,muX.132,muX.133,muX.134,muX.135,muX.136,muX.137,muX.138,muX.139,muX.140,muX.141,muX.142,muX.143,muX.144,muX.145,muX.146,muX.147,muX.148,muX.149,muX.150,muX.151,muX.152,muX.153,muX.154,muX.155,muX.156,muX.157,muX.158,muX.159,muX.160,muX.161,muX.162,muX.163,muX.164,muX.165,muX.166,muX.167,muX.168,muX.169,muX.170,muX.171,muX.172,muX.173,muX.174,muX.175,muX.176,muX.177,muX.178,muX.179,muX.180,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30,mu.31,mu.32,mu.33,mu.34,mu.35,mu.36,mu.37,mu.38,mu.39,mu.40,mu.41,mu.42,mu.43,mu.44,mu.45,mu.46,mu.47,mu.48,mu.49,mu.50,mu.51,mu.52,mu.53,mu.54,mu.55,mu.56,mu.57,mu.58,mu.59,mu.60,mu.61,mu.62,mu.63,mu.64,mu.65,mu.66,mu.67,mu.68,mu.69,mu.70,mu.71,mu.72,mu.73,mu.74,mu.75,mu.76,mu.77,mu.78,mu.79,mu.80,mu.81,mu.82,mu.83,mu.84,mu.85,mu.86,mu.87,mu.88,mu.89,mu.90,mu.91,mu.92,mu.93,mu.94,mu.95,mu.96,mu.97,mu.98,mu.99,mu.100,mu.101,mu.102,mu.103,mu.104,mu.105,mu.106,mu.107,mu.108,mu.109,mu.110,mu.111,mu.112,mu.113,mu.114,mu.115,mu.116,mu.117,mu.118,mu.119,mu.120,mu.121,mu.122,mu.123,mu.124,mu.125,mu.126,mu.127,mu.128,mu.129,mu.130,mu.131,mu.132,mu.133,mu.134,mu.135,mu.136,mu.137,mu.138,mu.139,mu.140,mu.141,mu.142,mu.143,mu.144,mu.145,mu.146,mu.147,mu.148,mu.149,mu.150,mu.151,mu.152,mu.153,mu.154,mu.155,mu.156,mu.157,mu.158,mu.159,mu.160,mu.161,mu.162,mu.163,mu.164,mu.165,mu.166,mu.167,mu.168,mu.169,mu.170,mu.171,mu.172,mu.173,mu.174,mu.175,mu.176,mu.177,mu.178,mu.179,mu.180
# Adaptation terminated
# Step size = 0.110965
# Diagonal elements of inverse mass matrix:
# 0.0947546, 0.0641307, 0.00278242, 219.056, 208.964, 248.454, 290.462, 280.179, 235.891, 203.018, 177.475, 183.665, 186.87, 187.785, 133.028, 179.848, 177.002, 176.797, 155.514, 252.378, 181.033, 227.061, 268.23, 208.82, 165.645, 187.521, 173.452, 205.912, 161.405, 205.279, 193.84, 186.816, 168.56, 185, 175.546, 190.056, 172.348, 177.809, 168.456, 56.2978, 2.93404, 0.00328467

-815.697,0.985006,0.110965,4,15,0,1,0.0822864,0,0.996609,-0.817633,-0.243216,15.1024,35.6613,35.2231,-4.47239,-25.1018,-52.6799,-22.0302,28.9038,16.5283,-44.0655,29.0389,41.659,-9.23027,-4.86201,6.23211,31.2499,26.1997,-0.994114,-40.2484,42.9377,34.8542,8.62773,17.9034,25.8847,17.7443,2.25772,46.8967,-18.7417,5.95681,-47.3414,28.8611,-21.1338,-2.56938,-25.1005,-1.99805,6.57415,264.334,10.8624,28.3299,-0.817633,-0.0200134,-0,-0.242392,1,0.0822864,0.0822864,1,-12.3482,-29.1578,-28.7996,3.65677,20.524,43.0728,18.0126,-23.6327,-13.5141,36.0294,-23.7431,-34.0618,7.54697,3.97534,-5.09558,-25.551,-21.4217,0.81282,9.45364,-11.1214,-9.15331,-2.00178,-3.83726,-5.21992,-3.86017,-1.12572,-11.6981,5.42472,-2.02505,10.6414,-6.81095,5.21996,0.498071,5.45873,-0.0400347,-1.57362,264.334,275.197,286.059,296.921,307.784,318.646,329.508,340.371,351.233,362.095,264.334,275.197,286.059,296.921,307.784,318.646,329.508,340.371,351.233,362.095,264.334,275.197,286.059,296.921,307.784,318.646,329.508,340.371,351.233,362.095,264.334,275.197,286.059,296.921,307.784,318.646,329.508,340.371,351.233,362.095,264.334,275.197,286.059,296.921,307.784,318.646,329.508,340.371,351.233,362.095,264.334,275.197,286.059,296.921,307.784,318.646,329.508,340.371,351.233,362.095,264.334,275.197,286.059,296.921,307.784,318.646,329.508,340.371,351.233,362.095,264.334,275.197,286.059,296.921,307.784,318.646,329.508,340.371,351.233,362.095,264.334,275.197,286.059,296.921,307.784,318.646,329.508,340.371,351.233,362.095,264.334,275.197,286.059,296.921,307.784,318.646,329.508,340.371,351.233,362.095,264.334,275.197,286.059,296.921,307.784,318.646,329.508,340.371,351.233,362.095,264.334,275.197,286.059,296.921,307.784,318.646,329.508,340.371,351.233,362.095,264.334,275.197,286.059,296.921,307.784,318.646,329.508,340.371,351.233,362.095,264.334,275.197,286.059,296.921,307.784,318.646,329.508,340.371,351.233,362.095,264.334,275.197,286.059,296.921,307.784,318.646,329.508,340.371,351.233,362.095,264.334,275.197,286.059,296.921,307.784,318.646,329.508,340.371,351.233,362.095,264.334,275.197,286.059,296.921,307.784,318.646,329.508,340.371,351.233,362.095,264.334,275.197,286.059,296.921,307.784,318.646,329.508,340.371,351.233,362.095,251.986,272.302,292.618,312.934,333.25,353.566,373.882,394.198,414.514,434.83,235.176,234.917,234.658,234.399,234.14,233.881,233.622,233.363,233.104,232.845,235.535,237.244,238.953,240.662,242.371,244.08,245.789,247.498,249.207,250.916,267.991,276.852,285.712,294.573,303.433,312.294,321.154,330.015,338.876,347.736,284.858,291.883,298.908,305.934,312.959,319.984,327.009,334.034,341.059,348.084,307.407,313.049,318.692,324.334,329.977,335.619,341.262,346.904,352.547,358.189,282.347,289.349,296.351,303.353,310.356,317.358,324.36,331.362,338.364,345.367,240.701,250.438,260.175,269.911,279.648,289.385,299.121,308.858,318.595,328.331,250.82,249.984,249.149,248.313,247.477,246.641,245.805,244.97,244.134,243.298,300.364,316.651,332.938,349.225,365.512,381.799,398.086,414.373,430.66,446.947,240.591,249.428,258.266,267.103,275.94,284.778,293.615,302.452,311.29,320.127,230.272,251.776,273.28,294.784,316.287,337.791,359.295,380.799,402.303,423.806,271.881,275.933,279.984,284.035,288.087,292.138,296.19,300.241,304.292,308.344,268.31,284.392,300.474,316.556,332.639,348.721,364.803,380.886,396.968,413.05,259.239,270.599,281.959,293.32,304.68,316.041,327.401,338.762,350.122,361.482,238.783,255.104,271.425,287.746,304.068,320.389,336.71,353.031,369.352,385.673,242.912,253.735,264.557,275.379,286.202,297.024,307.846,318.669,329.491,340.313,265.147,274.436,283.724,293.013,302.302,311.591,320.879,330.168,339.457,348.746
-808.643,0.922693,0.110965,6,63,0,1,-0.211258,0,0.97743,-0.9179,-0.24406,-1.2294,44.92,50.5052,-21.5017,-6.15776,-0.715587,-16.8449,16.6703,-3.873,-17.3129,38.6378,-4.93718,20.596,-38.7146,-15.6107,41.7525,-3.11318,-12.8037,-25.2625,42.242,42.8691,22.4358,12.7007,1.44926,12.4901,13.0812,69.7436,-45.5138,13.0021,-11.2016,16.1905,0.495116,14.3043,-14.2138,25.9477,12.0693,251.066,13.9612,24.3132,-0.9179,0.0515596,-0,-0.238552,1,-0.211258,-0.211258,1,1.12847,-41.2321,-46.3587,19.7364,5.65221,0.656838,15.4619,-15.3016,3.55503,15.8915,-35.4657,4.53184,-18.905,35.5362,14.3291,-38.3246,2.85759,11.7525,5.96303,-7.76085,-7.62248,-6.46073,-3.34726,-0.38262,-3.84805,-2.26102,-16.8372,9.96476,-1.10951,2.41759,-2.80035,-2.11422,-4.21721,5.54346,-6.3504,-3.5393,251.066,265.027,278.989,292.95,306.911,320.872,334.834,348.795,362.756,376.717,251.066,265.027,278.989,292.95,306.911,320.872,334.834,348.795,362.756,376.717,251.066,265.027,278.989,292.95,306.911,320.872,334.834,348.795,362.756,376.717,251.066,265.027,278.989,292.95,306.911,320.872,334.834,348.795,362.756,376.717,251.066,265.027,278.989,292.95,306.911,320.872,334.834,348.795,362.756,376.717,251.066,265.027,278.989,292.95,306.911,320.872,334.834,348.795,362.756,376.717,251.066,265.027,278.989,292.95,306.911,320.872,334.834,348.795,362.756,376.717,251.066,265.027,278.989,292.95,306.911,320.872,334.834,348.795,362.756,376.717,251.066,265.027,278.989,292.95,306.911,320.872,334.834,348.795,362.756,376.717,251.066,265.027,278.989,292.95,306.911,320.872,334.834,348.795,362.756,376.717,251.066,265.027,278.989,292.95,306.911,320.872,334.834,348.795,362.756,376.717,251.066,265.027,278.989,292.95,306.911,320.872,334.834,348.795,362.756,376.717,251.066,265.027,278.989,292.95,306.911,320.872,334.834,348.795,362.756,376.717,251.066,265.027,278.989,292.95,306.911,320.872,334.834,348.795,362.756,376.717,251.066,265.027,278.989,292.95,306.911,320.872,334.834,348.795,362.756,376.717,251.066,265.027,278.989,292.95,306.911,320.872,334.834,348.795,362.756,376.717,251.066,265.027,278.989,292.95,306.911,320.872,334.834,348.795,362.756,376.717,251.066,265.027,278.989,292.95,306.911,320.872,334.834,348.795,362.756,376.717,252.195,272.119,292.043,311.967,331.892,351.816,371.74,391.664,411.589,431.513,209.834,216.034,222.235,228.435,234.636,240.836,247.036,253.237,259.437,265.638,204.707,211.046,217.385,223.724,230.062,236.401,242.74,249.079,255.418,261.756,270.803,278.303,285.804,293.304,300.805,308.305,315.806,323.306,330.807,338.307,256.718,267.332,277.946,288.56,299.174,309.788,320.402,331.016,341.63,352.244,251.723,265.302,278.88,292.459,306.037,319.616,333.195,346.773,360.352,373.931,266.528,276.641,286.754,296.868,306.981,317.094,327.207,337.32,347.434,357.547,235.764,247.465,259.165,270.865,282.565,294.266,305.966,317.666,329.366,341.066,254.621,251.745,248.869,245.993,243.117,240.242,237.366,234.49,231.614,228.738,266.958,290.884,314.81,338.736,362.662,386.588,410.514,434.44,458.366,482.292,215.6,228.452,241.304,254.156,267.007,279.859,292.711,305.563,318.414,331.266,255.598,271.977,288.356,304.734,321.113,337.492,353.871,370.25,386.629,403.007,232.161,243.322,254.483,265.644,276.805,287.966,299.126,310.287,321.448,332.609,286.602,298.449,310.296,322.143,333.99,345.837,357.684,369.531,381.378,393.225,265.395,275.139,284.883,294.627,304.371,314.115,323.859,333.603,343.347,353.091,212.741,232.246,251.751,271.256,290.76,310.265,329.77,349.274,368.779,388.284,253.924,261.535,269.145,276.756,284.367,291.978,299.589,307.2,314.81,322.421,262.819,273.241,283.663,294.084,304.506,314.928,325.35,335.772,346.194,356.616
-810.434,0.990091,0.110965,5,31,0,1,-0.222108,0,0.975022,-1.14648,-0.245361,9.22653,44.4244,40.8023,-11.6334,-26.2995,-2.81724,-22.8481,-2.55554,-1.27931,-18.6794,22.5875,27.1296,-10.57,-7.51606,4.09403,8.91419,12.8835,-2.13038,-16.6108,45.5083,52.9097,26.9177,32.603,19.0029,11.85,8.39651,55.649,-27.2014,27.4707,-10.8962,45.5072,-14.0079,4.32514,3.52887,13.3026,-2.99878,261.887,12.4895,27.5112,-1.14648,0.0544966,-0,-0.239232,1,-0.222108,-0.222108,1,-10.578,-50.9315,-46.7789,13.3374,30.1518,3.2299,26.1948,2.92986,1.46669,21.4155,-25.896,-31.1034,12.1183,8.61698,-4.6937,-10.2199,-14.7706,2.44243,4.47666,-8.46607,-10.4341,-7.07356,-9.23292,-4.69963,-4.08005,-2.14798,-13.3828,5.4895,-5.34093,4.08519,-11.4628,2.94155,-0.811604,-0.358426,-2.4803,0.601308,261.887,274.377,286.866,299.356,311.845,324.335,336.824,349.314,361.803,374.292,261.887,274.377,286.866,299.356,311.845,324.335,336.824,349.314,361.803,374.292,261.887,274.377,286.866,299.356,311.845,324.335,336.824,349.314,361.803,374.292,261.887,274.377,286.866,299.356,311.845,324.335,336.824,349.314,361.803,374.292,261.887,274.377,286.866,299.356,311.845,324.335,336.824,349.314,361.803,374.292,261.887,274.377,286.866,299.356,311.845,324.335,336.824,349.314,361.803,374.292,261.887,274.377,286.866,299.356,311.845,324.335,336.824,349.314,361.803,374.292,261.887,274.377,286.866,299.356,311.845,324.335,336.824,349.314,361.803,374.292,261.887,274.377,286.866,299.356,311.845,324.335,336.824,349.314,361.803,374.292,261.887,274.377,286.866,299.356,311.845,324.335,336.824,349.314,361.803,374.292,261.887,274.377,286.866,299.356,311.845,324.335,336.824,349.314,361.803,374.292,261.887,274.377,286.866,299.356,311.845,324.335,336.824,349.314,361.803,374.292,261.887,274.377,286.866,299.356,311.845,324.335,336.824,349.314,361.803,374.292,261.887,274.377,286.866,299.356,311.845,324.335,336.824,349.314,361.803,374.292,261.887,274.377,286.866,299.356,311.845,324.335,336.824,349.314,361.803,374.292,261.887,274.377,286.866,299.356,311.845,324.335,336.824,349.314,361.803,374.292,261.887,274.377,286.866,299.356,311.845,324.335,336.824,349.314,361.803,374.292,261.887,274.377,286.866,299.356,311.845,324.335,336.824,349.314,361.803,374.292,251.309,268.275,285.242,302.208,319.174,336.14,353.106,370.072,387.038,404.004,210.956,214.979,219.002,223.026,227.049,231.073,235.096,239.119,243.143,247.166,215.108,217.164,219.219,221.274,223.33,225.385,227.441,229.496,231.551,233.607,275.225,280.641,286.056,291.472,296.888,302.304,307.72,313.136,318.552,323.968,292.039,295.296,298.552,301.809,305.065,308.322,311.578,314.835,318.091,321.348,265.117,272.907,280.697,288.487,296.276,304.066,311.856,319.646,327.436,335.226,288.082,296.491,304.901,313.31,321.72,330.129,338.539,346.948,355.357,363.767,264.817,275.159,285.5,295.842,306.183,316.525,326.866,337.207,347.549,357.89,263.354,262.461,261.567,260.674,259.781,258.888,257.994,257.101,256.208,255.314,283.303,301.282,319.261,337.24,355.219,373.198,391.177,409.155,427.134,445.113,235.991,243.14,250.288,257.437,264.585,271.734,278.882,286.031,293.18,300.328,230.784,247.359,263.933,280.508,297.082,313.657,330.232,346.806,363.381,379.956,274.006,275.032,276.059,277.085,278.112,279.139,280.165,281.192,282.219,283.245,270.504,285.935,301.366,316.797,332.228,347.659,363.09,378.521,393.952,409.383,257.194,268.871,280.549,292.227,303.905,315.583,327.261,338.939,350.616,362.294,251.667,263.798,275.929,288.06,300.192,312.323,324.454,336.585,348.716,360.847,247.117,257.126,267.135,277.144,287.153,297.163,307.172,317.181,327.19,337.199,264.33,277.42,290.511,303.602,316.693,329.784,342.874,355.965,369.056,382.147
-803.304,0.872016,0.110965,6,63,0,1,-0.448574,0,0.893746,-1.64351,-0.238883,-22.5189,34.3548,29.8117,-28.5346,-27.6528,-4.90129,-15.7559,12.6587,-1.80871,-30.984,14.2962,8.10254,1.64117,-10.7385,5.88754,33.7409,6.96492,-4.57483,-28.3796,54.9483,21.6566,29.6991,20.7771,-2.41289,9.72251,2.80077,58.2015,-39.0843,-1.03647,-28.3055,5.42144,-12.6708,-0.896725,-18.0273,-0.540929,-2.04908,253.585,11.2558,27.8068,-1.64351,0.107157,-0,-0.213501,1,-0.448574,-0.448574,1,37.01,-56.4624,-48.9957,46.8968,45.4476,8.0553,25.895,-20.8046,2.97262,50.9224,-23.4959,-13.3166,-2.69727,17.6488,-9.6762,-55.4533,-11.4469,7.51876,3.646,-8.05015,-1.42918,-9.39844,-7.39912,-0.0100535,-3.76411,0.758496,-12.6199,5.02438,1.75322,6.91148,-0.981618,1.55451,0.82234,7.46441,0.861827,-0.0527444,253.585,264.841,276.097,287.353,298.608,309.864,321.12,332.376,343.632,354.887,253.585,264.841,276.097,287.353,298.608,309.864,321.12,332.376,343.632,354.887,253.585,264.841,276.097,287.353,298.608,309.864,321.12,332.376,343.632,354.887,253.585,264.841,276.097,287.353,298.608,309.864,321.12,332.376,343.632,354.887,253.585,264.841,276.097,287.353,298.608,309.864,321.12,332.376,343.632,354.887,253.585,264.841,276.097,287.353,298.608,309.864,321.12,332.376,343.632,354.887,253.585,264.841,276.097,287.353,298.608,309.864,321.12,332.376,343.632,354.887,253.585,264.841,276.097,287.353,298.608,309.864,321.12,332.376,343.632,354.887,253.585,264.841,276.097,287.353,298.608,309.864,321.12,332.376,343.632,354.887,253.585,264.841,276.097,287.353,298.608,309.864,321.12,332.376,343.632,354.887,253.585,264.841,276.097,287.353,298.608,309.864,321.12,332.376,343.632,354.887,253.585,264.841,276.097,287.353,298.608,309.864,321.12,332.376,343.632,354.887,253.585,264.841,276.097,287.353,298.608,309.864,321.12,332.376,343.632,354.887,253.585,264.841,276.097,287.353,298.608,309.864,321.12,332.376,343.632,354.887,253.585,264.841,276.097,287.353,298.608,309.864,321.12,332.376,343.632,354.887,253.585,264.841,276.097,287.353,298.608,309.864,321.12,332.376,343.632,354.887,253.585,264.841,276.097,287.353,298.608,309.864,321.12,332.376,343.632,354.887,253.585,264.841,276.097,287.353,298.608,309.864,321.12,332.376,343.632,354.887,290.595,305.497,320.399,335.301,350.202,365.104,380.006,394.908,409.81,424.711,197.123,200.329,203.534,206.74,209.946,213.151,216.357,219.562,222.768,225.974,204.59,214.416,224.243,234.069,243.896,253.723,263.549,273.376,283.202,293.029,300.482,302.339,304.197,306.054,307.912,309.769,311.626,313.484,315.341,317.198,299.033,302.89,306.746,310.603,314.46,318.316,322.173,326.03,329.886,333.743,261.641,272.886,284.132,295.378,306.624,317.869,329.115,340.361,351.607,362.852,279.48,286.972,294.464,301.955,309.447,316.939,324.43,331.922,339.414,346.905,232.781,244.795,256.809,268.824,280.838,292.852,304.866,316.881,328.895,340.909,256.558,255.194,253.83,252.466,251.102,249.738,248.373,247.009,245.645,244.281,304.508,320.788,337.068,353.348,369.628,385.909,402.189,418.469,434.749,451.029,230.089,243.098,256.107,269.116,282.125,295.134,308.143,321.153,334.162,347.171,240.269,258.436,276.603,294.771,312.938,331.105,349.272,367.44,385.607,403.774,250.888,261.162,271.436,281.711,291.985,302.259,312.533,322.807,333.081,343.356,271.234,284.044,296.855,309.665,322.475,335.286,348.096,360.906,373.717,386.527,243.909,255.987,268.065,280.144,292.222,304.3,316.378,328.456,340.534,352.612,198.132,216.852,235.572,254.293,273.013,291.733,310.453,329.173,347.894,366.614,242.138,254.256,266.374,278.491,290.609,302.727,314.844,326.962,339.079,351.197,261.104,272.307,283.51,294.713,305.916,317.119,328.322,339.525,350.728,361.932
-804.147,0.996153,0.110965,5,31,0,1,-0.00599786,0,0.999982,-1.25925,-0.237243,-5.01672,26.7927,37.4335,-2.81102,-25.2292,0.748299,-25.4495,6.96353,-19.3397,-25.511,38.4709,8.11664,19.1512,-9.67469,3.54464,18.2772,8.7826,-15.3596,-22.3313,31.48,28.623,10.5132,25.7346,2.6708,6.83248,-11.0209,56.9873,-32.2149,-17.5558,-20.4637,-3.74456,-26.976,-9.75747,-17.9482,-7.75576,-9.58883,253.869,10.6713,27.0106,-1.25925,0.00142295,-0,-0.237239,1,-0.00599786,-0.00599786,1,6.31729,-33.7387,-47.138,3.53977,31.7698,-0.942294,32.0473,-8.76881,24.3534,32.1247,-48.4444,-10.2208,-24.1161,12.1828,-4.46358,-23.0155,-11.0595,19.3416,5.29071,-7.43015,-6.73722,-2.49813,-6.14114,-0.632552,-1.65714,2.62448,-13.5471,7.60632,4.21966,4.86633,0.915605,6.38598,2.31989,4.28401,1.85246,2.25298,253.869,264.54,275.212,285.883,296.554,307.225,317.897,328.568,339.239,349.911,253.869,264.54,275.212,285.883,296.554,307.225,317.897,328.568,339.239,349.911,253.869,264.54,275.212,285.883,296.554,307.225,317.897,328.568,339.239,349.911,253.869,264.54,275.212,285.883,296.554,307.225,317.897,328.568,339.239,349.911,253.869,264.54,275.212,285.883,296.554,307.225,317.897,328.568,339.239,349.911,253.869,264.54,275.212,285.883,296.554,307.225,317.897,328.568,339.239,349.911,253.869,264.54,275.212,285.883,296.554,307.225,317.897,328.568,339.239,349.911,253.869,264.54,275.212,285.883,296.554,307.225,317.897,328.568,339.239,349.911,253.869,264.54,275.212,285.883,296.554,307.225,317.897,328.568,339.239,349.911,253.869,264.54,275.212,285.883,296.554,307.225,317.897,328.568,339.239,349.911,253.869,264.54,275.212,285.883,296.554,307.225,317.897,328.568,339.239,349.911,253.869,264.54,275.212,285.883,296.554,307.225,317.897,328.568,339.239,349.911,253.869,264.54,275.212,285.883,296.554,307.225,317.897,328.568,339.239,349.911,253.869,264.54,275.212,285.883,296.554,307.225,317.897,328.568,339.239,349.911,253.869,264.54,275.212,285.883,296.554,307.225,317.897,328.568,339.239,349.911,253.869,264.54,275.212,285.883,296.554,307.225,317.897,328.568,339.239,349.911,253.869,264.54,275.212,285.883,296.554,307.225,317.897,328.568,339.239,349.911,253.869,264.54,275.212,285.883,296.554,307.225,317.897,328.568,339.239,349.911,260.186,276.148,292.11,308.072,324.034,339.996,355.958,371.92,387.882,403.844,220.13,223.371,226.613,229.854,233.095,236.336,239.577,242.818,246.06,249.301,206.731,210.665,214.599,218.533,222.467,226.401,230.335,234.27,238.204,242.138,257.409,265.582,273.755,281.928,290.101,298.275,306.448,314.621,322.794,330.967,285.639,290.169,294.699,299.229,303.759,308.29,312.82,317.35,321.88,326.41,252.927,262.965,273.004,283.043,293.082,303.12,313.159,323.198,333.237,343.275,285.916,294.93,303.944,312.959,321.973,330.987,340.001,349.015,358.03,367.044,245.1,258.396,271.692,284.987,298.283,311.579,324.875,338.171,351.466,364.762,278.222,275.347,272.471,269.595,266.719,263.843,260.968,258.092,255.216,252.34,285.994,304.271,322.549,340.827,359.104,377.382,395.659,413.937,432.215,450.492,205.424,220.315,235.206,250.097,264.988,279.879,294.77,309.661,324.552,339.443,243.648,259.186,274.723,290.261,305.799,321.336,336.874,352.412,367.949,383.487,229.753,241.34,252.927,264.514,276.1,287.687,299.274,310.861,322.448,334.035,266.052,283.109,300.166,317.224,334.281,351.338,368.396,385.453,402.51,419.567,249.405,262.397,275.388,288.379,301.37,314.361,327.353,340.344,353.335,366.326,230.853,245.809,260.764,275.719,290.675,305.63,320.585,335.541,350.496,365.451,242.809,255.333,267.857,280.381,292.905,305.428,317.952,330.476,343,355.523,273.21,286.135,299.059,311.983,324.908,337.832,350.756,363.681,376.605,389.529
